event_id,event_type,user_id,session_id,product_id,query_text,source,signal_weight,timestamp,metadata_json
efcd073a-b42e-4f0a-a1a4-aca4c9537138,search_performed,59,sim-u59-s2,,mechanical keyboard,synthetic,1,2026-03-17T08:46:11.303639+00:00,"{""search_query"": ""mechanical keyboard""}"
ed5361ff-c9d1-4795-848a-3de7ee056366,product_clicked,59,sim-u59-s2,13,,synthetic,2,2026-03-17T08:47:04.303639+00:00,"{""category_id"": 4}"
50dff4f3-6f4d-4f5a-bff5-e1e61f43a785,product_viewed,59,sim-u59-s2,13,,synthetic,1,2026-03-17T08:48:55.303639+00:00,"{""category_id"": 4}"
9cb049ee-d8ca-479d-a5f2-85ceaaabaf7d,cart_viewed,59,sim-u59-s2,,open cart,synthetic,1,2026-03-17T08:49:38.303639+00:00,{}
1ccd5225-afb6-420f-a5bf-7f829fa2987f,cart_item_added,59,sim-u59-s2,13,,synthetic,4,2026-03-17T08:50:02.303639+00:00,"{""category_id"": 4}"
f2ae65ef-e768-48f9-a7a8-69b0c92b87e6,cart_item_quantity_updated,59,sim-u59-s2,13,,synthetic,3,2026-03-17T08:51:03.303639+00:00,"{""category_id"": 4, ""quantity"": 3}"
16190c46-f892-487c-adb8-e213d1cc1fcf,checkout_started,59,sim-u59-s2,,checkout,synthetic,4,2026-03-17T08:53:49.303639+00:00,{}
20fc9f60-58ed-4b44-b11f-f74a907124e5,order_created,59,sim-u59-s2,13,,synthetic,5,2026-03-17T08:56:38.303639+00:00,"{""category_id"": 4}"
81fe2a8b-ddee-4db7-a648-0dcc1f28367c,order_paid,59,sim-u59-s2,13,,synthetic,6,2026-03-17T08:58:54.303639+00:00,"{""category_id"": 4}"
6bcf1264-a7cb-4bbc-9bf4-e912c458acf2,order_completed,59,sim-u59-s2,13,,synthetic,6,2026-03-17T09:01:12.303639+00:00,"{""category_id"": 4}"
79886d0b-b67b-4ccd-88d3-d46f84bd4578,chat_message_sent,59,sim-u59-s2,,Co goi y san pham thay the khong,synthetic,2,2026-03-17T09:02:19.303639+00:00,"{""intent"": ""followup""}"
91ed2b50-ac63-4368-9846-f276945fa46b,chat_started,87,sim-u87-s1,,start session,synthetic,1,2026-03-17T09:51:15.303639+00:00,"{""channel"": ""web""}"
b14d9bf2-fe70-499e-8767-906065eec800,search_performed,87,sim-u87-s1,,noise cancelling headset,synthetic,1,2026-03-17T09:52:32.303639+00:00,"{""search_query"": ""noise cancelling headset""}"
2551ff89-2cdf-4085-9883-410f1e4f624e,product_clicked,87,sim-u87-s1,10,,synthetic,2,2026-03-17T09:55:19.303639+00:00,"{""category_id"": 3}"
ed8d7f0f-51ed-438f-8de3-0b413bb89067,product_viewed,87,sim-u87-s1,10,,synthetic,1,2026-03-17T09:58:12.303639+00:00,"{""category_id"": 3}"
a38b3437-794a-460f-9d0a-946da3e40545,cart_viewed,87,sim-u87-s1,,open cart,synthetic,1,2026-03-17T09:59:59.303639+00:00,{}
523b0009-f455-4a91-8ee6-0c5259f26018,cart_item_added,87,sim-u87-s1,10,,synthetic,4,2026-03-17T10:01:55.303639+00:00,"{""category_id"": 3}"
48694d13-093c-468b-810d-32f277dc02bd,checkout_started,87,sim-u87-s1,,checkout,synthetic,4,2026-03-17T10:03:52.303639+00:00,{}
276d4b98-424d-4eee-ac07-841ff0de652a,order_created,87,sim-u87-s1,10,,synthetic,5,2026-03-17T10:06:35.303639+00:00,"{""category_id"": 3}"
80e490e4-0ffc-4afa-924b-d78de0bb0656,order_cancelled,87,sim-u87-s1,10,,synthetic,-2,2026-03-17T10:08:46.303639+00:00,"{""category_id"": 3}"
f556eb3f-4e7d-494d-9e35-64a96611130f,chat_message_sent,87,sim-u87-s1,,San pham nay co uu diem gi,synthetic,2,2026-03-17T10:10:12.303639+00:00,"{""intent"": ""followup""}"
2bd02c32-4a37-4464-9cc7-eb474de2868d,chat_started,74,sim-u74-s3,,start session,synthetic,1,2026-03-17T17:40:06.303639+00:00,"{""channel"": ""web""}"
09a981e1-be02-4480-8a28-7d4269d8ef4e,search_performed,74,sim-u74-s3,,usb c hub,synthetic,1,2026-03-17T17:40:26.303639+00:00,"{""search_query"": ""usb c hub""}"
996021e8-beb3-4dc8-a363-713f779bb4c4,product_clicked,74,sim-u74-s3,30,,synthetic,2,2026-03-17T17:41:17.303639+00:00,"{""category_id"": 13}"
a7d36857-1725-4b12-a4dd-72dab19e8908,product_viewed,74,sim-u74-s3,30,,synthetic,1,2026-03-17T17:43:57.303639+00:00,"{""category_id"": 13}"
a156458c-ed9f-4222-8870-17d25bfbe9b6,cart_viewed,74,sim-u74-s3,,open cart,synthetic,1,2026-03-17T17:44:28.303639+00:00,{}
80f28458-6cfc-40c6-9343-cecd37401c18,cart_item_added,74,sim-u74-s3,30,,synthetic,4,2026-03-17T17:46:34.303639+00:00,"{""category_id"": 13}"
aeb2de45-69b3-4437-ab48-7045cfe6e636,cart_item_quantity_updated,74,sim-u74-s3,30,,synthetic,3,2026-03-17T17:49:18.303639+00:00,"{""category_id"": 13, ""quantity"": 3}"
fbd6aba0-a4ee-4079-961d-ab003a6ddb8e,checkout_started,74,sim-u74-s3,,checkout,synthetic,4,2026-03-17T17:51:04.303639+00:00,{}
34e4679d-4c20-4d37-8cc4-41844e837edb,order_created,74,sim-u74-s3,30,,synthetic,5,2026-03-17T17:53:00.303639+00:00,"{""category_id"": 13}"
077aaab6-965e-4071-be09-92fe41b2f7dc,order_paid,74,sim-u74-s3,30,,synthetic,6,2026-03-17T17:55:55.303639+00:00,"{""category_id"": 13}"
bc609e25-7198-4c23-ab87-0d12118f9bd9,order_completed,74,sim-u74-s3,30,,synthetic,6,2026-03-17T17:56:48.303639+00:00,"{""category_id"": 13}"
3ad9569d-0443-4b8f-be60-0f57e055bed6,chat_message_sent,74,sim-u74-s3,,Co goi y san pham thay the khong,synthetic,2,2026-03-17T17:59:03.303639+00:00,"{""intent"": ""followup""}"
8210007c-2f08-43e0-9ed9-23f3da077e73,chat_started,15,sim-u15-s2,,start session,synthetic,1,2026-03-17T20:30:53.303639+00:00,"{""channel"": ""web""}"
090760c0-f384-41cd-a746-b2f640a90107,search_performed,15,sim-u15-s2,,wireless mouse,synthetic,1,2026-03-17T20:32:59.303639+00:00,"{""search_query"": ""wireless mouse""}"
3784c873-35c8-40ee-8e77-e6fd1be26998,product_clicked,15,sim-u15-s2,6,,synthetic,2,2026-03-17T20:33:32.303639+00:00,"{""category_id"": 1}"
33dc8ce1-db9a-4505-8317-9e37570f7038,product_viewed,15,sim-u15-s2,6,,synthetic,1,2026-03-17T20:35:33.303639+00:00,"{""category_id"": 1}"
f30da251-1b21-4e89-a7b4-d3aa9609d1fa,cart_viewed,15,sim-u15-s2,,open cart,synthetic,1,2026-03-17T20:36:53.303639+00:00,{}
3089d5aa-fb75-464f-a7b2-c822e06a04a6,cart_item_added,15,sim-u15-s2,6,,synthetic,4,2026-03-17T20:38:51.303639+00:00,"{""category_id"": 1}"
7c298eb8-7f65-4bd8-a91f-08f877874dfb,checkout_started,15,sim-u15-s2,,checkout,synthetic,4,2026-03-17T20:39:18.303639+00:00,{}
a0963c0a-2a06-4e8e-9530-c52b9280aaf6,order_created,15,sim-u15-s2,6,,synthetic,5,2026-03-17T20:40:59.303639+00:00,"{""category_id"": 1}"
88e3f990-a812-405f-b220-eeac295dec58,order_cancelled,15,sim-u15-s2,6,,synthetic,-2,2026-03-17T20:42:44.303639+00:00,"{""category_id"": 1}"
cde3509d-b9e8-470b-aded-2e007221e2bc,search_performed,15,sim-u15-s2,,wireless mouse,synthetic,1,2026-03-17T20:44:17.303639+00:00,"{""search_query"": ""wireless mouse""}"
cd93d335-25af-44a7-b11a-f1be9ed1a3b1,product_clicked,15,sim-u15-s2,31,,synthetic,2,2026-03-17T20:46:37.303639+00:00,"{""category_id"": 13}"
5fdf54fb-8c20-4449-8e11-237d0bb242ec,product_viewed,15,sim-u15-s2,31,,synthetic,1,2026-03-17T20:47:32.303639+00:00,"{""category_id"": 13}"
48d73594-f799-44c1-8a73-8094079d7f4c,cart_viewed,15,sim-u15-s2,,open cart,synthetic,1,2026-03-17T20:49:52.303639+00:00,{}
799a0afa-eb73-44a9-913d-b1e2df1d0de3,cart_item_added,15,sim-u15-s2,31,,synthetic,4,2026-03-17T20:52:06.303639+00:00,"{""category_id"": 13}"
e06fc10c-e63d-4709-a375-7c76b45f1e36,checkout_started,15,sim-u15-s2,,checkout,synthetic,4,2026-03-17T20:52:30.303639+00:00,{}
67796e10-ce0c-42d7-acf8-c6527bc99539,order_created,15,sim-u15-s2,31,,synthetic,5,2026-03-17T20:53:55.303639+00:00,"{""category_id"": 13}"
8df2c347-f6fa-4011-8c8e-2fab1b7dcb87,order_paid,15,sim-u15-s2,31,,synthetic,6,2026-03-17T20:54:53.303639+00:00,"{""category_id"": 13}"
d701b571-e184-43b7-94f3-81fb23ae8570,order_completed,15,sim-u15-s2,31,,synthetic,6,2026-03-17T20:57:33.303639+00:00,"{""category_id"": 13}"
7323c146-1543-4a7f-828d-2922072ff2de,chat_message_sent,15,sim-u15-s2,,Co goi y san pham thay the khong,synthetic,2,2026-03-17T20:58:21.303639+00:00,"{""intent"": ""followup""}"
a19336bf-7467-4b57-9943-549d7b0d58cb,chat_started,34,sim-u34-s1,,start session,synthetic,1,2026-03-17T23:33:53.303639+00:00,"{""channel"": ""web""}"
bdbf2fd4-4477-4a5f-bef8-5918d84feea0,search_performed,34,sim-u34-s1,,wireless mouse,synthetic,1,2026-03-17T23:35:10.303639+00:00,"{""search_query"": ""wireless mouse""}"
3b2d7479-5b97-4303-9f79-d31c04bb4920,product_clicked,34,sim-u34-s1,10,,synthetic,2,2026-03-17T23:36:34.303639+00:00,"{""category_id"": 3}"
227cefdf-7514-4072-adaf-1755616e30d7,product_viewed,34,sim-u34-s1,10,,synthetic,1,2026-03-17T23:39:29.303639+00:00,"{""category_id"": 3}"
f444c7fe-f085-46bb-a290-c2778dbbbd2e,chat_message_sent,34,sim-u34-s1,10,Nen chon mau nao cho cong viec van phong,synthetic,2,2026-03-17T23:41:37.303639+00:00,"{""category_id"": 3, ""intent"": ""advice""}"
b17b3903-628e-40b9-bb85-5d4f8ffbf762,search_performed,34,sim-u34-s1,,mechanical keyboard,synthetic,1,2026-03-17T23:43:26.303639+00:00,"{""search_query"": ""mechanical keyboard""}"
e71202ed-bedf-4eba-9783-3c961b348e35,product_clicked,34,sim-u34-s1,7,,synthetic,2,2026-03-17T23:45:43.303639+00:00,"{""category_id"": 1}"
a3fafb7e-91c8-4804-abf4-318965f6eff4,product_viewed,34,sim-u34-s1,7,,synthetic,1,2026-03-17T23:47:07.303639+00:00,"{""category_id"": 1}"
cf65735b-8a79-453e-b33e-8adad2fdff81,cart_viewed,34,sim-u34-s1,,open cart,synthetic,1,2026-03-17T23:48:44.303639+00:00,{}
b44a830e-4c44-4609-bd2a-a71642701bf9,cart_item_added,34,sim-u34-s1,7,,synthetic,4,2026-03-17T23:51:17.303639+00:00,"{""category_id"": 1}"
0954f651-00d9-4bc1-83e6-2127e3eb107b,checkout_started,34,sim-u34-s1,,checkout,synthetic,4,2026-03-17T23:52:03.303639+00:00,{}
c8a040b0-7bc0-4cb5-b81d-f748d1547d7e,order_created,34,sim-u34-s1,7,,synthetic,5,2026-03-17T23:52:24.303639+00:00,"{""category_id"": 1}"
b6c5401e-6721-4b19-bc0f-aec6cb133c9e,order_paid,34,sim-u34-s1,7,,synthetic,6,2026-03-17T23:54:19.303639+00:00,"{""category_id"": 1}"
ed5bf514-c577-4a6a-b86a-afc5524a597b,order_completed,34,sim-u34-s1,7,,synthetic,6,2026-03-17T23:57:02.303639+00:00,"{""category_id"": 1}"
6e428a5c-aded-477a-99c0-78ba0cf23b63,chat_message_sent,34,sim-u34-s1,7,Nen chon mau nao cho cong viec van phong,synthetic,2,2026-03-17T23:58:38.303639+00:00,"{""category_id"": 1, ""intent"": ""advice""}"
bf6e4a1f-5230-4e11-8325-68bf31729d75,search_performed,34,sim-u34-s1,,gaming keyboard,synthetic,1,2026-03-18T00:01:01.303639+00:00,"{""search_query"": ""gaming keyboard""}"
23d80318-9eef-4453-af7f-9a7fbbfcfbf9,product_clicked,34,sim-u34-s1,14,,synthetic,2,2026-03-18T00:01:37.303639+00:00,"{""category_id"": 5}"
48dc1527-65f1-4ef5-8a88-2d929804e5bd,product_viewed,34,sim-u34-s1,14,,synthetic,1,2026-03-18T00:03:23.303639+00:00,"{""category_id"": 5}"
691583fc-3121-46de-bbcf-61db55499183,chat_message_sent,34,sim-u34-s1,14,Nen chon mau nao cho cong viec van phong,synthetic,2,2026-03-18T00:04:49.303639+00:00,"{""category_id"": 5, ""intent"": ""advice""}"
a925e8a7-e40f-4efa-a4b3-4ae3ffddec6c,chat_started,15,sim-u15-s1,,start session,synthetic,1,2026-03-18T00:35:17.303639+00:00,"{""channel"": ""web""}"
9bbd6ce3-753f-43aa-84af-654f1a06d79e,search_performed,15,sim-u15-s1,,gaming keyboard,synthetic,1,2026-03-18T00:36:18.303639+00:00,"{""search_query"": ""gaming keyboard""}"
7087333a-2c1f-40e4-b3b7-509bc26729c5,product_clicked,15,sim-u15-s1,26,,synthetic,2,2026-03-18T00:37:47.303639+00:00,"{""category_id"": 11}"
ca0ca5ed-c6aa-464c-a871-ffa80c4f13f1,product_viewed,15,sim-u15-s1,26,,synthetic,1,2026-03-18T00:40:02.303639+00:00,"{""category_id"": 11}"
39f3bd4c-6c9f-43e5-a2f8-c5916adca143,chat_message_sent,15,sim-u15-s1,26,Co goi y san pham thay the khong,synthetic,2,2026-03-18T00:40:45.303639+00:00,"{""category_id"": 11, ""intent"": ""advice""}"
d92ad1e7-75b8-4653-98dd-cf9a3c7fd7e3,chat_started,48,sim-u48-s3,,start session,synthetic,1,2026-03-18T03:41:47.303639+00:00,"{""channel"": ""web""}"
4339623f-bde8-4ad4-8c64-22d15469a29d,search_performed,48,sim-u48-s3,,laptop stand,synthetic,1,2026-03-18T03:42:17.303639+00:00,"{""search_query"": ""laptop stand""}"
6db9ecc3-af0b-467e-98a6-9a2ebab1cf7d,product_clicked,48,sim-u48-s3,26,,synthetic,2,2026-03-18T03:43:58.303639+00:00,"{""category_id"": 11}"
980eda0d-217b-4c41-a245-bffee2d6effb,product_viewed,48,sim-u48-s3,26,,synthetic,1,2026-03-18T03:46:36.303639+00:00,"{""category_id"": 11}"
51bd43d1-654e-4ff4-a84c-4ed2fb481463,cart_viewed,48,sim-u48-s3,,open cart,synthetic,1,2026-03-18T03:48:19.303639+00:00,{}
735bce99-a76a-4686-9bdd-be8b2df2d55b,cart_item_added,48,sim-u48-s3,26,,synthetic,4,2026-03-18T03:50:47.303639+00:00,"{""category_id"": 11}"
2f1c4645-4866-4b83-a777-529851dcfcb2,cart_item_removed,48,sim-u48-s3,26,,synthetic,1,2026-03-18T03:52:47.303639+00:00,"{""category_id"": 11}"
516f5a94-4d1f-46c6-a698-9f809bef6a8b,checkout_started,48,sim-u48-s3,,checkout,synthetic,4,2026-03-18T03:55:01.303639+00:00,{}
dfbcfbb2-4aef-46cf-b494-eda67c425495,order_created,48,sim-u48-s3,26,,synthetic,5,2026-03-18T03:57:53.303639+00:00,"{""category_id"": 11}"
34bf48dd-34c9-4108-929b-0eaae797fd39,order_paid,48,sim-u48-s3,26,,synthetic,6,2026-03-18T03:58:36.303639+00:00,"{""category_id"": 11}"
7bf94411-21d4-4e3f-8b46-9a9c2ab29d41,order_completed,48,sim-u48-s3,26,,synthetic,6,2026-03-18T03:59:52.303639+00:00,"{""category_id"": 11}"
07c1c73a-9aaf-4fea-9f12-d23ce79e246b,chat_message_sent,48,sim-u48-s3,26,Co goi y san pham thay the khong,synthetic,2,2026-03-18T04:00:49.303639+00:00,"{""category_id"": 11, ""intent"": ""advice""}"
346a49cb-9460-45da-ad0c-849528fce8be,chat_started,73,sim-u73-s3,,start session,synthetic,1,2026-03-18T05:56:15.303639+00:00,"{""channel"": ""web""}"
161587bf-f54f-4cdf-8dcc-a73ca57697b8,search_performed,73,sim-u73-s3,,wireless mouse,synthetic,1,2026-03-18T05:58:52.303639+00:00,"{""search_query"": ""wireless mouse""}"
f9aad0dc-5d5f-4013-998f-0ad0ffac8b90,product_clicked,73,sim-u73-s3,33,,synthetic,2,2026-03-18T06:00:37.303639+00:00,"{""category_id"": 14}"
2ee95a30-4608-414e-a131-ccc6116d0915,product_viewed,73,sim-u73-s3,33,,synthetic,1,2026-03-18T06:02:36.303639+00:00,"{""category_id"": 14}"
9a994002-231c-4ab2-af55-caa4d97eb3bc,cart_viewed,73,sim-u73-s3,,open cart,synthetic,1,2026-03-18T06:03:28.303639+00:00,{}
b52a360a-06f0-468e-9580-b464f2aabf30,cart_item_added,73,sim-u73-s3,33,,synthetic,4,2026-03-18T06:06:01.303639+00:00,"{""category_id"": 14}"
d9db4d1a-df25-41f6-be4e-19b62cfe78ff,checkout_started,73,sim-u73-s3,,checkout,synthetic,4,2026-03-18T06:06:44.303639+00:00,{}
4c1992c4-582b-43a8-b8b7-34e01f3fcd1e,order_created,73,sim-u73-s3,33,,synthetic,5,2026-03-18T06:09:14.303639+00:00,"{""category_id"": 14}"
b8a83d5f-07ff-4128-af2d-2aab70d02d1f,order_paid,73,sim-u73-s3,33,,synthetic,6,2026-03-18T06:11:47.303639+00:00,"{""category_id"": 14}"
39b134c0-bd75-4e64-8ef9-2e4a3e0c978d,order_completed,73,sim-u73-s3,33,,synthetic,6,2026-03-18T06:13:34.303639+00:00,"{""category_id"": 14}"
7104aced-213a-4496-be1f-4116e8a441d2,search_performed,73,sim-u73-s3,,wireless mouse,synthetic,1,2026-03-18T06:14:01.303639+00:00,"{""search_query"": ""wireless mouse""}"
d2dab300-f900-4284-9495-6932e3d56cc5,product_clicked,73,sim-u73-s3,30,,synthetic,2,2026-03-18T06:16:39.303639+00:00,"{""category_id"": 13}"
e4a394a3-285d-4200-a1ec-1d42e5066b2e,product_viewed,73,sim-u73-s3,30,,synthetic,1,2026-03-18T06:19:30.303639+00:00,"{""category_id"": 13}"
3ba4711d-e066-4c3f-a6c3-26d97cf3163d,cart_viewed,73,sim-u73-s3,,open cart,synthetic,1,2026-03-18T06:21:07.303639+00:00,{}
51ea551b-e35e-489d-862b-cdc4af8853fa,cart_item_added,73,sim-u73-s3,30,,synthetic,4,2026-03-18T06:23:15.303639+00:00,"{""category_id"": 13}"
eb8d4693-b07f-464c-ba95-cabc5fd2d42e,cart_item_removed,73,sim-u73-s3,30,,synthetic,1,2026-03-18T06:23:50.303639+00:00,"{""category_id"": 13}"
bcf90fab-6291-4940-a57f-63ea413cd2fd,checkout_started,73,sim-u73-s3,,checkout,synthetic,4,2026-03-18T06:25:45.303639+00:00,{}
75508494-6230-4890-beb0-573498435b5f,order_created,73,sim-u73-s3,30,,synthetic,5,2026-03-18T06:27:11.303639+00:00,"{""category_id"": 13}"
2da9511b-155a-4f1b-bcda-4ae130ac8713,order_paid,73,sim-u73-s3,30,,synthetic,6,2026-03-18T06:29:01.303639+00:00,"{""category_id"": 13}"
65016cdd-781b-4744-bd0b-a5361b1c1316,order_completed,73,sim-u73-s3,30,,synthetic,6,2026-03-18T06:29:52.303639+00:00,"{""category_id"": 13}"
f721e559-5200-49de-ae1f-5adfddd0191a,chat_message_sent,73,sim-u73-s3,30,Tu van cho toi mot san pham phu hop nhu cau,synthetic,2,2026-03-18T06:32:06.303639+00:00,"{""category_id"": 13, ""intent"": ""advice""}"
a0dbbaed-d729-426e-ae4e-16842c72fef7,chat_started,14,sim-u14-s3,,start session,synthetic,1,2026-03-18T07:01:14.303639+00:00,"{""channel"": ""web""}"
320aa93b-3945-4841-a7cf-649127219a61,search_performed,14,sim-u14-s3,,office chair,synthetic,1,2026-03-18T07:02:20.303639+00:00,"{""search_query"": ""office chair""}"
edf58b5b-f895-46ad-833e-34635af80973,product_clicked,14,sim-u14-s3,31,,synthetic,2,2026-03-18T07:05:19.303639+00:00,"{""category_id"": 13}"
819d680f-607c-4120-b745-41af7442559f,product_viewed,14,sim-u14-s3,31,,synthetic,1,2026-03-18T07:06:21.303639+00:00,"{""category_id"": 13}"
9e19f7c6-1f5d-4438-8da8-ead8ef659ebb,cart_viewed,14,sim-u14-s3,,open cart,synthetic,1,2026-03-18T07:06:52.303639+00:00,{}
2da15094-fc53-4b19-b67f-6f21a9119955,cart_item_added,14,sim-u14-s3,31,,synthetic,4,2026-03-18T07:08:57.303639+00:00,"{""category_id"": 13}"
63c9357b-0754-48e3-99a4-73a9fdc2ef39,cart_item_quantity_updated,14,sim-u14-s3,31,,synthetic,3,2026-03-18T07:10:17.303639+00:00,"{""category_id"": 13, ""quantity"": 4}"
c1022237-b8c5-4205-8086-1f3c0bef7e39,checkout_started,14,sim-u14-s3,,checkout,synthetic,4,2026-03-18T07:13:13.303639+00:00,{}
3a1c9a74-cf8f-4d88-b687-43cabdb727d5,order_created,14,sim-u14-s3,31,,synthetic,5,2026-03-18T07:14:45.303639+00:00,"{""category_id"": 13}"
187dd0f8-1043-42d8-9206-d206d8fc183f,order_paid,14,sim-u14-s3,31,,synthetic,6,2026-03-18T07:16:59.303639+00:00,"{""category_id"": 13}"
bbcf04a2-da18-4076-90ca-c7acdfdd62fd,order_completed,14,sim-u14-s3,31,,synthetic,6,2026-03-18T07:18:18.303639+00:00,"{""category_id"": 13}"
a0127baa-9212-4b74-b517-bf7e2fd0cadb,chat_message_sent,14,sim-u14-s3,31,Nen chon mau nao cho cong viec van phong,synthetic,2,2026-03-18T07:20:38.303639+00:00,"{""category_id"": 13, ""intent"": ""advice""}"
b51fe110-8a34-41f9-b12d-dd6ee9f395ed,search_performed,14,sim-u14-s3,,ergonomic desk,synthetic,1,2026-03-18T07:22:32.303639+00:00,"{""search_query"": ""ergonomic desk""}"
70709e36-7234-4418-bdc9-d8f37fd91087,product_clicked,14,sim-u14-s3,7,,synthetic,2,2026-03-18T07:25:18.303639+00:00,"{""category_id"": 1}"
d6c557a7-f62b-4b4b-a54e-9746dddabcb4,product_viewed,14,sim-u14-s3,7,,synthetic,1,2026-03-18T07:27:30.303639+00:00,"{""category_id"": 1}"
74f26837-d73b-47d2-95ec-2ccb9c6a55d2,cart_viewed,14,sim-u14-s3,,open cart,synthetic,1,2026-03-18T07:29:02.303639+00:00,{}
e0b1d88c-091b-4557-ba5f-8961bb32322f,cart_item_added,14,sim-u14-s3,7,,synthetic,4,2026-03-18T07:30:59.303639+00:00,"{""category_id"": 1}"
3d13135d-1f4e-4fc0-9a2f-f840affb41aa,cart_item_quantity_updated,14,sim-u14-s3,7,,synthetic,3,2026-03-18T07:32:00.303639+00:00,"{""category_id"": 1, ""quantity"": 3}"
51480849-9186-4471-a015-ec5162b30bdf,checkout_started,14,sim-u14-s3,,checkout,synthetic,4,2026-03-18T07:34:54.303639+00:00,{}
114489a9-f4ce-4598-b222-63baa513352e,order_created,14,sim-u14-s3,7,,synthetic,5,2026-03-18T07:35:49.303639+00:00,"{""category_id"": 1}"
c460fa29-ec9b-4724-b4b8-4ddd1bae7e7d,order_cancelled,14,sim-u14-s3,7,,synthetic,-2,2026-03-18T07:36:22.303639+00:00,"{""category_id"": 1}"
109c2e85-669e-4ca9-9986-e1af4f7a7d09,chat_message_sent,14,sim-u14-s3,7,Nen chon mau nao cho cong viec van phong,synthetic,2,2026-03-18T07:39:03.303639+00:00,"{""category_id"": 1, ""intent"": ""advice""}"
ab991c3b-2258-4e2c-9160-997b620d0ed7,chat_started,62,sim-u62-s3,,start session,synthetic,1,2026-03-18T07:41:44.303639+00:00,"{""channel"": ""web""}"
5182acd4-9b6d-4e38-9ca2-f77c4e47a49d,search_performed,62,sim-u62-s3,,monitor 27 inch,synthetic,1,2026-03-18T07:42:11.303639+00:00,"{""search_query"": ""monitor 27 inch""}"
bc46150b-397a-4e21-b06e-d5e1821a5875,product_clicked,62,sim-u62-s3,13,,synthetic,2,2026-03-18T07:43:01.303639+00:00,"{""category_id"": 4}"
2539cc17-9867-4e9c-9663-075c0a087bc4,product_viewed,62,sim-u62-s3,13,,synthetic,1,2026-03-18T07:44:17.303639+00:00,"{""category_id"": 4}"
4fd1330c-e894-4a59-98fe-044030fac463,cart_viewed,62,sim-u62-s3,,open cart,synthetic,1,2026-03-18T07:45:13.303639+00:00,{}
603d071d-e550-4466-88c7-51e4adaac4f8,cart_item_added,62,sim-u62-s3,13,,synthetic,4,2026-03-18T07:46:31.303639+00:00,"{""category_id"": 4}"
a07a093c-5b89-483d-89a2-fc6380d8a900,cart_item_quantity_updated,62,sim-u62-s3,13,,synthetic,3,2026-03-18T07:47:24.303639+00:00,"{""category_id"": 4, ""quantity"": 2}"
e3f69e5f-afb9-4593-a819-b4bb8a6c9160,checkout_started,62,sim-u62-s3,,checkout,synthetic,4,2026-03-18T07:49:32.303639+00:00,{}
9e73939b-c655-487d-8b56-d96661ad186e,order_created,62,sim-u62-s3,13,,synthetic,5,2026-03-18T07:50:20.303639+00:00,"{""category_id"": 4}"
